id,text,subtask_a,subtask_b,subtask_c
6074,Po pse aty ti kane servirur ato salçiçet .🤣po haj se te bejne mire,0,2,3
6075,Ska gjo. Rendsi ka qe i blini pavarsisht se ku i con. Ata prap e kan mar fitimin e vet,0,2,3
6076,I ke hedh sa per i foto aty tashi hiqi avash avash 😂😂😂,0,2,3
6077,"Si po shkojn gjerat, do ngelemi pa ngrene,se ne kete vend nuk haet me asgje",0,2,3
6078,"Ju marte Zoti jeten o mostra ,cfare nuk beni me ushqimin ,jua dhente zoti ku ju dhemb me shume .Shtet i felliqur i ndyre .ju vrafte zoti ,mjere femijet tane cfare hane",1,0,2
6079,pyetja qe mbetet.kush do e heqi sallamin nga aty ?,0,2,3
6080,😂😂😂😂😂😂😂,0,2,3
6081,Ke ba trimni tmadhe ..ke fitu ni pako salcice 😂,0,2,3
6082,"Perseri vet me duart e tua do i mbledhesh , aty ku zotrote lan pjeset e pasme hedh ushqimin dhe perseri duart per ta mbledhur vet i fut..... me pak fjale o njeri me duket foto pa pike sensi... dil e protestò neper sheshe dhe jo ne hale se ste ka hije o shqipetar koke ulur dhe pa vlera",0,2,3
6083,Po pse aty hudhen ato?,0,2,3
6084,"Bravo joq ,tani mas 1 jave fut reklame te ndonje kompania qe ka produktet e mishit te mira .Keshth jeni ju saboto ketej e rregullo andej.",0,2,3
6085,po mir aty e gjete me i hedh mor plak a nuk pate nai leter me i mbeshtjell edhe me i hedh ne kosh po shko i hedh ne wc perfundimisht ne shqiptaret nuk behemi me njerez...,0,2,3
6086,Leri aty shok se zhdukin  eren e shurres 😂😂😂😂,1,1,3
6087,Aman boll se na I shpifet🤮🤮dhe gjynaf ta hedhesh usbqimin aty or pallosh groshe.,1,0,0
6088,Deri ne kte pik arritet? Po nuk hidhet ushqimi aty 😔,0,2,3
6089,Pirdh se lirohesh shqiptaret po e han nga tgjitha anet ju qaheni per sallamin shikoni politikanet protestoni per ata se po iken ata rregullohen te tjerat po rrac me te ndyr se e jona ska shajm kot serb e grek ne sduam njeri tjetrin . Dhe ai qe do me bej reply mos bej se sme intereson mendimi yt 🤣🤣,1,0,1
6090,Eshte gjynof me e vendos ushqimin aty o kafsh njeri se ka njerez qe skan buk me honger po skeni faj ju duhet me jua fut shufren e sallomin nbyth,1,0,0
6091,Dike e ka zen purtha gjynah,0,2,3
6092,Kur paskan bo najher punen ato,0,2,3
6093,Eh sa jete kan shpetu ato karrike..mjer kujt i bi se do e merni vesh..ajo karrike do ju duket mjalt,0,2,3
6094,Ka mbaru ky shtet,0,2,3
6095,"Ke shku per hall apo per me ba pushime ne spital ? Se me shku per hall ste bjen nmen me kap tel me ba foto...
I meritoni edhe ma keq 
Njerez si ti e shume si puna jote ..",0,2,3
6096,Po presin tenderin e radhes se tjetri iku ne drejtim te pa ditue,0,2,3
6097,"shiko karrikja nese eshte bere e till duhet dhe vet populli te jet pak me@i paster  nese ai  ose ajo e beri kaq e veshtire eshte ta fshin , njerez jan ata njerz ne pse mos japim dhe ne kontributin ton si njerz te qyteteruar",0,2,3
6098,KUSH DO PUNE PASTRUSE ?,0,2,3
6099,Keshtu eshte kur hajme shume fasule,0,2,3
6100,Ne qoftese esht ashtu ka plot femra qe ika ndodh po thuj ti pse ska von pampers kjo dreq,0,2,3
6101,NUK KA PASUR LEKE PER pecetat speciale. Futi TAPEN TI QE Te bllokohet rjedhja🤣🤣🤣,0,2,3
6102,🤮🤮,0,2,3
6103,Anonim ju lutem por per spitalin e Durrsit eshte 😂😂😂🙄🙄🙄🙄,0,2,3
6104,ska premtu koha te shkoje ku duhet🙈🙈,0,2,3
6105,Keshtu eshte kur ekonomija ngel ne vend,0,2,3
6106,"O zot nqs jane ato qe mendoj une, turp ti vije asaj vajze apo zonje!te marte dreqi, fshije se je femer mos e ler ashtu!",1,0,0
6107,😡😡😡🤮🤮,0,2,3
6108,😯😯,0,2,3
6109,😠😠😠,0,2,3
6110,I rridhka voj,0,2,3
6111,😯😯😯😯,0,2,3
6112,Ulu ke tjetra se bosh i ke,0,2,3
6113,i erdhn ato se ka dit🤣🤣🤣🤣,0,2,3
6114,Ncncnc,0,2,3
6115,Sot se si te erdhi ne mendje ty!!,0,2,3
6116,Henksh nji mut ti torollak,1,0,0
6117,E me mir se deri tani njeri ska vdek 😂😂😂😂,0,2,3
6118,Te pakte ka qen mish i ngordhem.  Jo mut jepjani beqes,1,1,3
6119,Edhe si bojn shqiptart ndasem kto kishin gatu mire mishi ishte pjek special te ajo dasma tjt ishte kot te kjo ishte si perfundim pasken qen gjith huta se mish tngordh pasken honger te gjith njesoj 😂,0,2,3
6120,💩💩💩💩💩💩💩 Ha,1,0,0
6121,E mire mjaft me kto budalliqesh se na hapet barkun...😡😡,1,1,3
6122,"Nuk perjashtohet asnje mundesi por nje gje eshte e sigurte. Nuk ka nevoje asnje kompani e perpunimit te mishit dhe prodhimit te sallamit per te dale neper qytetet dhe fshatrat e Shqiperise per te mbledhur lope, viça, gomere te ngordhur a ku di une, kur i ka te gjitha mundesite qe te marre cfare do lloj mishi nga Brazili me cmim shume me te ulet se sa ai i mishit te ngordhur ne Shqiperi.",0,2,3
6123,Kur nuk e din ti... Nga ta dim ne Ca' hani ju ... Per menimin Tim as grosh nuk keni lek me har Jo mish ... Sallamet Jan salltanete ju bejn dom!!! Doni edhe sallame edhe proshuta me Vic e derr gjall...,0,2,3
6124,"Per lokale dasmash 😳..prandaj kercejm ne shqiptaret si te terbuar neper dasma, se paskan qen mishi me semundje terbimi 😰",0,2,3
6125,Nuk ka me gjera cilesore sot ne kete kohe😕😕,0,2,3
6126,🤮🤮😡😱😱😱,0,2,3
6127,@ediramaal ti Edo I ka fajet 😂😂😂,0,2,3
6128,Mish po hajim😅😅😅😅,0,2,3
6129,Pse nuk fole me para ti apo e le sa t beheshin dasmat dhe kte behar  u pa puna do ber dasmat vetem me koktejl 🙂,0,2,3
6130,Heret e pasket postu,0,2,3
6131,Pse pritet kaq shume??? Tashme i kane ngrene njerzit.,0,2,3
6132,@klodishera  mos edhe ket e the?😂,0,2,3
6133,"Se kuptoj pse po flasin tani disa punojes te fabrikave te mishit dhe te bylmetit,pse nuk keni folur me pare 🤨",0,2,3
6134,He me mo mjaft tn sw po e teproni  na e shpifet🤮 .... mos ha ket mos ha at ca do ham tn .... t gjitha i dim se si jan po cfre do bejm se mos jan gjerat tj n rregull ktu e ngeli vec ky problem 😒,0,2,3
6135,"kshu vajti kjo pune, K.Ç.K 😂😂",0,2,3
6136,"Po ku ishit deri dje ju qe sflisnit, tani ju erdhi zeri juve,apo foli njeri u kujtut dhe ju",0,2,3
6137,Pse ja ka shit aj personi patriot  te ngordhura kur shum mir e ka dit qfar ndodh me ta!!!!bile edhe vet ka bler me siguri sallama per femijet  e vet.,0,2,3
6138,Le se i keni qr e bat kanal itash sa doli i gja per trgun e mishit plast tgjith tu tregu karllicet e kalume,1,1,3
6139,Gjalle jemi akoma 🤣🤣🤣,0,2,3
6140,E ca se ngordhin do i hidhnin posht ato 😒😂,0,2,3
6141,@kasandradrizaj hahahahah na beri mos shkojm me neper dasma 😂😂😂😂😂😂,0,2,3
6142,Erdhi fundi botesh dhe poplli pret te futet ne europ 🙌😢,0,2,3
6143,Hani pini dhe kendoniiiiii sa te jet lalaaaaaa gjoniiii 😅😂😂😂,0,2,3
6144,Po ikni mer me kto budalliqet e juja. Jo po mngordhen mu lopet mi mori i kasap jo mgordhi mu vici erdhi njoni nga tirana ma mori per me e bo sallam etj etj. Ooo shqiptarrrr ndergjegjsohuni sju jep zgjidhjeee JETA OSHT QEF po denonci kto rastet neper institucione shteterore. Jeta osht qef pret te hedhi sa me shum gjona me fitu para per xhepin e vet dhe ju akoma vazhdoni e qani hallet e juja te kto. Pfffffff,1,1,3
6145,Po Suxhuk Kosovet qe na vjen ktu Londer edhe ata jan te cofta 😂😂😂,0,2,3
6146,po hame ato qe kemi ngrene kaq vjet 🤷🏼‍♀️,0,2,3
6147,nuk te ben gje po u zie 🤣🤣,0,2,3
6148,aman se lat nam me keto budalliqet e mishit,1,1,3
6149,Ik or gric bithen andej,1,0,0
6150,Ehe Po ju Kapen fiksimet juve ta harrosh 😂,0,2,3
6151,Mire qe u kujtove mas kaq vitesh he zoti te rujt po i ke hanger edhe ti e te bafshin mire,0,2,3
6152,Sa per cudi te gjith keta qe bejn komente po te shikosh frigoriferin e tyre do shikos sallam apo salcice qoft😜😜 do harohet dhe kjo ankes qe behet ketu tek joq,0,2,3
6153,Si mor fillun tani lloj lloj tipash jo kshu jo ashtu po mis kishte dal ku mhb do tregonit jo para ca vitesh jo kshu jo ashtu 🙏🏻🙏🏻🙏🏻🙏🏻,0,2,3
6154,Ju befte mire,0,2,3
6155,"Na çat ate qe nk thuhet me kto mesazh e me ket mhb
Po mire m idiota se tgjith e dim se ca po ham e ca po pime
Ne ktu ne shqiperi dhe miellin e bukes nk e kemi te paster jo mishin",1,0,1
6156,Uaa e shkreta cpo hame😈😈,0,2,3
6157,Mjaft se e teprut,0,2,3
6158,Tash te ra ne men ty  me na tregu,0,2,3
6159,Sna gje gjo ne jemi te vaksinum nga kto gjona...🙈,0,2,3
6160,Haha martohuni po deshet 😂😂... mja tani se po i futemi maruleve 😒,0,2,3
6161,Ju beft mire🤩🤩🤩🤩,0,2,3
6162,Kur thu para ca vitesh i bjen kohen e sales🤣😂🤣,0,2,3
6163,"Shyqyr qe nxorri njeri kte budallik dhe filluat ju tjeret, po ju dhe une nga kaq vite ato po hame çne tani ju doli zeri apo eshte dimer e ske ca me bo e talle leshte me kto qe dergon te joq",1,1,3
6164,grosh ha se mishi iku😂,0,2,3
6165,Edhe gjyshit tim ja kan pas mar k*arin per parizer kur vdiq 😂😂😂😂 na keni qa riken me kto mhb shkoni runi lopt vet sa rrini nkafe ti mor me llafe e pret me ble  sallam nxirrni fakte lopen qe ngordhi me camer me filmu tu e qu te kasapi prap me camer tu e qu ke fabrika edhe ateher besohet,1,1,3
6166,Hani mut e ngopuni,1,0,2
6167,Mkan cof lop para dy ditesh ka naj kasap e jap me cmim te arsyeshem se do ik ne gjermani pres pergjigje ofertave me te mira 😂😂😂😂😂😂😂😂,0,2,3
6168,Hani m*t tani  sikur nuk na kan ndodh neve tilla raste 😭,1,1,3
6169,Ky personi i afert i joti mos ke qen ti 😂😂😂😂,0,2,3
6170,vet ja keni dhon o idjota,1,0,1
6171,"perse nuk denoncohen keto raste kur i keni pare? apo nuk i hani vete dhe su behet  vone per te tjeret, ore ca njerezish jeni",0,2,3
6172,Mish hallall 😁😁😁,0,2,3
6173,Ne jemi cfare hame🙄🙄🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,0,2,3
6174,"Histori nga jeta,po ik e mitro. Me tha zoica qe i kish then vasillua👏👏👏",0,2,3
6175,"Heret tpaska ra menja ne ty me fol , ncnc",0,2,3
6176,Po pse nuk fole para ca vitesh apo te doli gjumi sot 🤣,0,2,3
6177,Ju boft mir😂,0,2,3
6178,Wooow keq puna,0,2,3
6179,Vini re ! Tre jane gjerat e ndaluara . Stop coca ! Stop mariuana ! Stop sallam albanez! 😂,0,2,3
6180,Tani është vone per te paralajmëruar,0,2,3
6181,Pirdh pirdh se lirohesh se tani po i nxirrni kto  ju po ne po te hajm gjera te mira semuremi kto te skadumet si kemi problem 🤦‍♂️🤦🏼‍♂️,1,1,3
6182,Mbas kaq vitesh u kujtove ti thoshe Apo nuk ish JOQ ateher dhe sdije ku te ankoheshe,0,2,3
6183,Para ca vitesh Jo sot 🤣🤣🤣,0,2,3
6184,nuk na gjen gje ne po ngopni zorren 😂😂😂😂😂,0,2,3
6185,E sa do zgjase ky mhb se na i shpifet,0,2,3
6186,Pse tani e moret vesh,0,2,3
6187,Lokale dasmash? Hajt per hajer t'zotit t'shpise e n'koke t'beqarve,0,2,3
6188,Shyqyr Qe  tka ra mendja heret 😂,0,2,3
6189,Po ti e paske ditur se cfar po ha! Ca do te dish me shume ti?,0,2,3
6190,Një gjë më bën përshtypje me bashkëkombësit e mi! #kujtesa Si arrijnë dhe i kujtojnë?,0,2,3
6191,"Pse se the para ca vitesh
Apo tani te ra interesi 
Kopil",1,0,0
6192,Edhe ty tka ra pjese me hanger te ato vicat pa merak,0,2,3
6193,"Ooooo njerz pse flisni anonim ?po helohen njerst tuaj motra vllai fisi shoku, shoqa,  jemi shume te afert me njeri tjetrin se nje grusht vend jemi! Behuni me te dashur dhe trasparent se jeta eshte e shkurter",0,2,3
6194,Uaaa sa i papami qenka🤦‍♀️🤦‍♀️😂😂😂 a tani e ke kuptu more😂😂😂😂😂😂,0,2,3
6195,na e shpifet  me kto,0,2,3
6196,Mish te ngordhur Po hani si se dini 🤪,0,2,3
6197,Ata qe skan lek jan me mire ne ket rast nuk hajn mish,0,2,3
6198,U bete bajat ...,0,2,3
6199,@arbibrahimaj ke pas gisht ti 😂,0,2,3
6200,Nuk esht hera par po kemi gjith keto vite qe keshtu funksjunon ky popull keshtu esht ushqyer me kete akeu,0,2,3
6201,Kavallit po me i bir i bini ju mo..e morem pra vesht e morem..!!,0,2,3
6202,Edhe qenin tim qe me ngordhi para 2 ditesh e moren ta perpunonin,0,2,3
6203,Partizanët skan frig nga plumbat ju keni frig nga mishi,0,2,3
6204,Ç’na tmerruat me kto statusa...,0,2,3
6205,duhet te kishe folur me perpara jo sot qe i doli era,0,2,3
6206,U befte mire se na cemndet me keto histori,0,2,3
6207,E tmerrshme😞,0,2,3
6208,Amoon nji te flasi shperthejn gjith Po mos hani  faree o njerez hani buk evoj e krup halla halla,0,2,3
6209,Kjo ka ndodhur para ca vitesh që do të thotë R.I.P viktimat,0,2,3
6210,Hala spo mbesoni si ka mu bo mir ka 2200,0,2,3
6211,Te na bejn mir 😂,0,2,3
6212,Tani trego ti,0,2,3
6213,O popull sa gjera ha qe nk I di,0,2,3
6214,Mos na e shpif se kemi qene prezent ne dasem ne kamez,0,2,3
6215,po pse shkruani tani ju dhe thoni para disa vitesh😂,0,2,3
6216,Ti shyqyr qe ju doli gjumi ..,0,2,3
6217,Na cate koken ..akoma me keto muhabete,0,2,3
6218,Ka edhe ma keq mos u mrz❤️,0,2,3
6219,Ke harruar te thuash : “Anonim te lutem” 🤣🤣🤣,0,2,3
6220,Kulmi,0,2,3
6221,😂😂😂😂😂 po mos e merje mer,0,2,3
6222,Sa her esht ndruar skadenca as ai se mban mend qe e shet,0,2,3
6223,"Mire bere qe e publikove qe te kujtohet kompania ti ndrroje daten, tia beje 2020.",0,2,3
6224,Mos e blije mer,0,2,3
6225,njeres jemi dhe bejme gabime .nuk e ka par ai mi ..si nuk e pe ti .ateher pse duhet ta hedhësh  ketu foto kur ke faj edhe ti ?,0,2,3
6226,Eshte bere qumshi gjize😂😂😀😀,0,2,3
6227,Ska asnje problem mund te jet data e prodhimit dhe jo e skadences 😂😂,0,2,3
6228,Po ti ku i ke syte para se ta marrësh shikoje..mos e shiko pasi e pin,0,2,3
6229,Qe te hapesh syte dhe ti lexosh para se ti blesh. Torollake,1,0,1
6230,Viti ka 24 muaj po sdi gje ti,0,2,3
6231,Kan harru me fshi me i vu daten e skadences 2020. Te gjitha te skaduara jan se jua vejn datat sipas qejfit. Mjer ne ku jetojm 🤦‍♀️,0,2,3
6232,mos e pi mor,0,2,3
6233,pse e bleve  kur  esht i skaduar o injornat,1,0,0
6234,"Cudia ma e madhe 3 dit zgjat ,,,,doli nji qe bani ankese per ushqimet e tash o burra tgjith tbajm nji status ,,, ma perpara ku ishit ju??",0,2,3
6235,🤮,0,2,3
6236,Kjo esht me pakta qe mund te na ndodhi kto momente . Pastaj duam qumesht ne . Per shpirt kta pupupup,0,2,3
6237,Ti shif se qfar han njeher me ato thonj 🤮,0,2,3
6238,Nuk asht i skadum po kan harru me ja ndrru daten 😂😂,0,2,3
6239,Qfar mund te themi! Ne themi se je kokrra e budalles🤷🏻‍♂️ku i kishe syt?,1,0,0
6240,Pse jeni qorr ju su ka faj njeri!! Ankesa jote mund te ishte e drejt nese do kishte date te fallsifikur apo permbajtje ndryshe nga pershkrimi.,1,0,0
6241,🙉🙉🙉🙉🙉🙉🙉🙉,0,2,3
6242,"Shm paragjykime, po vec e kan harru pa ja fshi dhe nji her at skadenc e me ja von te kti muji, shko se ka me tkerku ndjes kasieri/a😜😂",0,2,3
6243,esht prodhuar para 1 muaji🤣🤣,0,2,3
6244,Po tani dhe ndodh na ka ndodh tgjithve besoj neper super markete te gjejm produkte qe ju kish kaluar afati Prandaj zoti na ka dhan syt e mendjen njashtu qe i hapim syt i bejm 4 duke ju verejtur qmimet njashtu do duhet ti hapim syt  dhe per afatin kohor te  produktit qe marrim 🖐🖐,0,2,3
6245,Nk ka kalu viti se ktu thon pije se nje muaj ka kalu😂😂,0,2,3
6246,Hap syt o trap,1,0,0
6247,Skan faj njerzit se mer qumesht 35leksh ti,0,2,3
6248,Hejterat do thonin qe esht data prodhimit,0,2,3
6249,Ta kishe pa pra rika pije tani dhe ik mo na ca riken,1,0,0
6250,Nuk skadon pa problem. Eshte i ber me qumesht pluhur . Kohzgjatja eshte mbi 100 vite 😂,0,2,3
6251,Prit tbahen 2 muj mos bahet djath .,0,2,3
6252,Hap syt her tjeter 😂😂😂,0,2,3
6253,Pse e more.? Pse e pive?,0,2,3
6254,"Ke afat 3 muaj pas skadence pa merak🤣🤣🤣, JOQ do ta zgjidhi problemin ty",0,2,3
6255,"Jo ne, çfar thu ti që si ke syt n’ballë. Këpucët i provon ti brenda te dyqani, ushqimin as nuk e shikon 😕",1,0,0
6256,Avassh me se mos eshte here e pare qe i konsumoni ato te skaduarat jeni mesuar qekshu ato te mirat ju bejne dëm😋😋😋😋,0,2,3
6257,Syt ne balle i ke shikoje para se ta blesh 🤦‍♀️,1,0,0
6258,Ku i ke syte ne bythe?shif daten para se ta maresh ncnc,1,0,0
6259,"Kush t tha ta blesh t skaduar moj shoqe , para se t blesh mesohu t shohesh datat syt n balle i ke",1,0,0
6260,Shiko cfare blen nje here hapi syte we mos ta pish....,0,2,3
6261,Mos e hap se te eshte ber stuko,0,2,3
6262,Esht data e prodhimit ajo po shiko daten e skadences,0,2,3
6263,Shko hidhja surratit,0,2,3
6264,"Jo vlla ne e shikojme shikoje ti para se ts paguash leket te kasa. Kepucet kur i blen e provon per numrin apo jo, njesoj jane vlla. Daten prandaj e ka ne balle qumeshti qe ta shikosh. Supermarketi ka mbi 6mije kode produkte dhe stafi qellon qe i shpeton...",0,2,3
6265,Kur ju e dini qe ka vetem cudira ne shqiperi plasini syt shikojini pastaj blini apo qejf I madh per tu ber objekt bisede ketu tek joq,0,2,3
6266,bej denencimin vlla,0,2,3
6267,Pse e more ta kishe par skadencen qe aty ne market😏.,0,2,3
6268,thjesht nje numer 🙌,0,2,3
6269,"Jepja maces nese ke .,dhe heren tjeter shife kur skadon para se ta blesh dhe bej zhurme qe ta marin vesh te gjithe çfar produktesh shiten per konsumatoret.",0,2,3
6270,Lere qumeshtin po shif se te paskan skadu gishtat hahaha spaske pre as thonjt ..shko bei te estetistja,1,0,0
6271,Ka zgjidhje behet gjize,0,2,3
6272,Futi ni te zjer se asigja ste ban rri pa merak,0,2,3
6273,Hap syte e lexo se e gjen aty edhe pas 6 muajsh,0,2,3
6274,Qe hapi syte mire para se te blesh,0,2,3
6275,Kane harru ta fshijn e ta rishkruajn...,0,2,3
6276,Syte ku i pate debile femer,1,0,0
6277,Beje kos se e ke gati ze direkt,0,2,3
6278,Ndrroja daten,0,2,3
6279,Mos bli qumesht roz,0,2,3
6280,"Kan harru te shtyjn  daten e skadences,po pa merak se ata te tjerat keshtu jan vetem qe e kan shty dt e skadences,",0,2,3
6281,Bane pastiqe xhan,0,2,3
6282,E pse e bleve se kuptoj 😢,0,2,3
6283,Mund te themi fare thjesht : “Syt ku i pate kur e bleve?” Per cf na e sjell ketu kur mund ti kishe hapur syt mir dhe te njoftoje stafin perkates atje.,1,0,0
6284,Ne cdo market apo super market ka shumllojshmeri produktesh qe i ven vet dat skadence dhe kur u ka kaluar afati kete e dim por nje gje qe duket duhet ta shikoj punonsi mos ta ler ne raft e parae dyta qe kur nxori nje foton e nje produkti filluan ti nxjerin te gjith foto se der dje i hanin e i pinin dhe nuk i shkonte mendja ne dat skadimi kurse sot shikon vetem foto dhe vetem ankesa a thua se do ja zgjidhi njeri kete problem po hapni syt ne market dhe mos i blini te pakten keto qe duken me sy te lir dhe mos derdellisni cdo dit ketu foto shiko kete e shiko ate 🤨,0,2,3
6285,Sa palidhje gjith shqiptaret shife para se ta maresh bejn kot moral kur gjith ne supermarket asnje se shef skadencen aman vec flisni kot,0,2,3
6286,"Pije ne fillim.. nqs se vdes, ateher shko ankohu apo bej denoncim",0,2,3
6287,Kthehu ku e bleve dhe sqarohu me ata,0,2,3
6288,Syt ne vend i ke ! Shiko skadencen e mos e mer .,1,0,0
6289,"Ose nese nuk e ke blere, bej nje foto tamam qe te duket qe je ne market sepse edhe foton mund ta kesh tr vjeter. Trego edhe emrin e marketit, pse jo?!",0,2,3
6290,"Keshtu mund te kete nje denoncim te sakte, me fakte dhe jo perceptime. Se po perhapni panik pa  thene prova.",0,2,3
6291,"E para, mund ta kishe pare para se ta blije, pra qe ne market. E dyta, tregoje me kupon tatimor qe ta vertetosh se e ke blere pas dates se skadences. E treta, tregoje dhe emrin e qumeshtit.",0,2,3
6292,Mbasi e pive e shikove datën e skadencës?😂,0,2,3
6293,Hapi pra syte kur e blen .. apo e mbajte me e nxjerr ktu tek JOQ .. kal komplet 😆,1,0,0
6294,mund te themi qe ka skaduar 🤷🏼‍♀️,0,2,3
6295,Per kete rast duhet te kesh kuponin e te shkosh te ankohesh tek supermarketi se ndoshta dhe te shpia te ka skadu dhe skan faj ata,0,2,3
6296,E leje prap te vendi merrje tjt 😑,0,2,3
6297,Mit mit mit mit mit data e prodhimit asht ajo 90dit mbas asaj date ka afat perdorimi o milet,0,2,3
6298,Per kete mund te besh dicka shum e thjesht..i vendos syzet ne ball edhe e lexon me kujdes kur ka skaduar etj etj para se ta blesh...cfar faji tka supermarketi ty se ti e ke pas mendjen te lozesh ne cele ose te postosh instastory 😛😛😁😁,1,0,0
6299,Do te thote qe kur te vesh kije mendjen shiko datat mos shiko ate qe punon te kasa babi,0,2,3
6300,Po ne jemi te skaduar si ven  nuk bojm hajer ne re jo,0,2,3
6301,Hapi syt e mos e blej,0,2,3
6302,"Lind pyetja:""""Kosi  hahet apo pihet """" ne kete rast eshte ber kos🤣🤣",0,2,3
6303,Ti si e mencur qe je shikohen datat e skandecave,0,2,3
6304,Tu bej mir blersa,0,2,3
6305,Mund te themi shife kur e blen jo kur e co ne shpi😂😉,0,2,3
6306,Edhe 1 se u shit i gjithi malli 🤣😂😂🤣😂,0,2,3
6307,O njerez o njerez akoma se keni kuptu qe datat e skadences i vejn vet kto. Mishi qumshti kroasanti etj etj ka 1 vit qe eshte prodhu ai e ven ne bilance shtyp nje buton dhe del cmimi dhe data skadences. Ne cdo vend te botes kshu esht jo vtm ne shqiperi,0,2,3
6308,Mere njer ne shpi pastaj shiko skadencen 🙈🙈...pi qumesht fshati jo ato qe kan qumesht blene dhe gomari.,0,2,3
6309,hudhe kosh ose drg ta pin ai pronari .,0,2,3
6310,Sa pordhe kini..pije aty se nk vdes 😂😂,1,1,3
6311,"Me qe e konstatove qe esht i skaduar, mos e pi😂",0,2,3
6312,Syckat ku I kishe vlla apo tu bo foto per te joq 🙄🙄,1,0,0
6313,Shiko daten para se ta blesh o pall k,1,0,0
6314,Po ktheje atje ku e more o Njeri🤔,0,2,3
6315,Po mos e merrje pra😂 pse e more 😏,0,2,3
6316,Amon se dhe kjo data e ndrruar do jete ..tani i more vesh ti,0,2,3
6317,Dote thote qe Ke blere dhe qumesh dhe kose eshte offerta dy gjera ne nje ambalazh 😂,0,2,3
6318,shko meri ca lek pz boj presion o do te denoncoj o 500 mij thuj kalo ca dit t 'bukura me aq lek,0,2,3
6319,Syt nball i ke..mos e merrje,1,0,0
6320,Mua me duket mese normale ska asgje per tu cudit. 🙄🙄🙄🙄,0,2,3
6321,E shikoje me para edhe e ktheje aty ku e more,0,2,3
6322,hahet 3 muaj mbrapa nga data skadences 😂😂,0,2,3
6323,Mbaroje se ke dhe 20 minuta koh,0,2,3
6324,Lajmero policine tatimet kush meret me kto.,0,2,3
6325,"Shihi daten heren tj tani ,,,",0,2,3
6326,Kur te kesh koh priti edhe thojt,0,2,3
6327,Mos e pi haje pershesh,0,2,3
